Start Phrase,Ending 1,Ending 2,Labels,Response,answer,not_generated,match
ಆ ತಿಂಗಳು ಡಿಸೆಂಬರ್ ನಂತೆ ಕಡಿಮೆ ದಿನ ಹೊಂದಿದೆ,ಆ ತಿಂಗಳು ಕಡಿಮೆ ದಿನ ಹೊಂದಿದೆ,ಆ ತಿಂಗಳು ಕಡಿಮೆ ದಿನ ಹೊಂದಿಲ್ಲ,1,"{
  ""explanation"": ""This metaphor is comparing the current month to December, which has fewer days."",
  ""answer"": 0
}",0,,0
ಆ ನಗರದ ಮಾಲಿನ್ಯ ಬೆಂಗಳೂರಿನಂತೆ ಇದೆ,ಆ ನಗರದ ಮಾಲಿನ್ಯಹೆಚ್ಚು,ಆ ನಗರದ ಮಾಲಿನ್ಯ ಹೆಚ್ಚಿಲ್ಲ,1,"{
  ""explanation"": ""ಈ ಉತ್ತರ ಕರೀತಿಗೆ ಆಧಾರವಿದ್ದು, ಬೆಂಗಳೂರು ನಗರದೊಂದಿಗೆ ಹೆಚ್ಚಾಗಿ ಹೋಲಿಸಿ ಹೇಳುವುದರ ಮೂಲಕ ಇದು ಅ",0,NG,0
ಕಳೆದ ತಿಂಗಳು ಬೇಸಿಗೆಯಂತೆ ಮಳೆ ಸುರಿದಿತ್ತು,ಮಳೆ ಸುರಿದಿತ್ತು,ಮಳೆ ಸುರಿದಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor is comparing the past month to the onset of the monsoon season, implying that it rained a lot in the past month."",
  ""answer"": 0
}",0,,0
ಅವರು ಅದಾನಿಯಂತೆ ಉದಾರಿ,ಅವರು ಉದಾರಿ,ಅವರು ಉದಾರಿಯಲ್ಲ,1,"[
    {
        ""Startphrase"": ""ಅವರು ಅದಾನಿಯಂತೆ ಉದಾರಿ"",
        ""Options"": {
            ""0"": ""ಅವರು ಉದಾರಿ"",
            ""1"": ""ಅವರು ಉದಾರಿಯಲ್ಲ""
        },
        ""Explanation"": ""This metaphor compares the person to a generous donor, indicating that they are like a philanthropist. The closest meaning to this metaphor would be that they are generous, which aligns",0,NG,0
ಆ ಪ್ರದೇಶ ಸ್ಮಶಾನದಂತೆ ಹೆಚ್ಚು ಜನ ರಿಂದ ಕೂಡಿದೆ,ಆ ಪ್ರದೇಶ ಹೆಚ್ಚು ಜನರಿಂದ ಕೂಡಿದೆ,ಆ ಪ್ರದೇಶ ಹೆಚ್ಚು ಜನರಿಂದ ಕೂಡಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares a place to a cemetery, implying that it is full of people like a crowded graveyard. Option 0) reflects this comparison by stating that the place is filled with more people, similar to a cemetery being filled with graves."",
  ""answer"": 0
}",0,,0
ಆ ಪ್ರದೇಶದಲ್ಲಿ ರಾಜಸ್ಥಾನದಂತೆ ಮಳೆಯಾಗುತ್ತದೆ,ಆ ಪ್ರದೇಶದಲ್ಲಿ ಮಳೆಯಾಗುತ್ತದೆ,ಆ ಪ್ರದೇಶದಲ್ಲಿ ಮಳೆಯಾಗಲ್ಲ,1,"{
  ""explanation"": ""The metaphor implies that the region receives a lot of rain, similar to the state of Rajasthan which is known for its dry climate."",
  ""answer"": 0
}",0,,0
ರಾಜ್ಯದಲ್ಲಿ ಕರ್ನಾಟಕದಂತೆ ಹೆಚ್ಚು ಫುಟ್ಬಾಲ್ ಪ್ರಿಯರಿದ್ದಾರೆ,ಹೆಚ್ಚು ಫುಟ್ಬಾಲ್ ಪ್ರಿಯರಿದ್ದಾರೆ,ಹೆಚ್ಚು ಫುಟ್ಬಾಲ್ ಪ್ರಿಯರಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor is comparing the people in the state to the people who love football like in Karnataka. So, the meaning closest to the metaphor is 'ಹೆಚ್ಚು ಫುಟ್ಬಾಲ್ ಪ್ರಿಯರಿದ್ದಾರೆ' (they love football more)"",
  ""answer"": 0
}",0,,0
ಅದು ಧರ್ಮಸ್ಥಳದಂತೆ ಪವಿತ್ರ ಕ್ಷೇತ್ರ,ಅದು ಪವಿತ್ರ ಕ್ಷೇತ್ರ,ಅದು ಪವಿತ್ರ ಕ್ಷೇತ್ರವಲ್ಲ,0,"{
  ""explanation"": ""The metaphor compares it to a holy place, not just a holy place on its own."",
  ""answer"": 1
}",1,,0
ಆ ವಸ್ತು ಪ್ಲಾಸ್ಟಿಕ್ ನಂತೆ ಸೆಳೆಯುತ್ತದೆ,ಆ ವಸ್ತು ಸೆಳೆಯುತ್ತದೆ,ಆ ವಸ್ತು ಸೆಳೆಯಲ್ಲ,1,"{
  ""explanation"": ""Comparing a object to plastic implies that it attracts or lures like plastic does."",
  ""answer"": 0
}",0,,0
ಆ ಜಾಗದಲ್ಲಿ ಆಟದ ಮೈದಾನದಂತೆ ಭಯವಾಗುತ್ತದೆ,ಆ ಜಾಗದಲ್ಲಿ ಭಯವಾಗುತ್ತದೆ,ಆ ಜಾಗದಲ್ಲಿ ಭಯವಾಗುವುದಿಲ್ಲ,1,"{
  ""explanation"": ""The comparison is between feeling fear as if it were a playfield and feeling fear in that place."",
  ""answer"": 0
}",0,,0
ಕೋವಿಡ್ನಂತೆ ಅಂತೆ ಅಪಾಯಕಾರಿ,ಅದು ಅಪಾಯಕಾರಿ,ಅದು ಅಪಾಯಕಾರಿಯಲ್ಲ,0,"{
  ""answer"": 1
}

Explanation: In this metaphor, the comparison is being made between something being as dangerous as COVID-19. The closer meaning to the metaphor is that it is not dangerous, as in option 1) ಅದು ಅಪಾಯಕಾರಿಯಲ್ಲ. COVID-19 is dangerous, so the metaphor is suggesting that the thing being compared is not actually dangerous.",1,,0
ನೆಗಡಿ ಅಂತೆ ಅಪಾಯಕಾರಿ,ಅದು ಅಪಾಯಕಾರಿ,ಅದು ಅಪಾಯಕಾರಿಯಲ್ಲ,1,"{
  ""answer"": 0
}  
Explanation: The metaphor compares something to a snake's nest, implying danger and being risky. So, the option ""ಅದು ಅಪಾಯಕಾರಿ"" (it is dangerous) is the closest meaning.",0,,0
ಆ ವೃತ್ತಿಗೆ ರೈತರಂತೆ ಹೆಚ್ಚು ದುಡಿಮೆ ಇದೆ,ಆ ವೃತ್ತಿಗೆ ಹೆಚ್ಚು ದುಡಿಮೆ ಇದೆ,ಆ ವೃತ್ತಿಗೆ ಹೆಚ್ಚು ದುಡಿಮೆ ಇಲ್ಲ,1,"{
  ""explanation"": ""The metaphor is comparing the amount of hard work to that of farmers, implying that there is a lot of hard work involved just like farmers have a lot of work in their profession."",
  ""answer"": 0
}",0,,0
ಅವರು ರಾಜಕಾರಣಿಯಂತೆ ಸನ್ಯಾಸಿಯಂತೆ ಮಾತಿನ ಮಲ್ಲರು,ಅವರು ಮಾತಿನ ಮಲ್ಲರು,ಅವರು ಮಾತಿನ ಮಲ್ಲರಲ್ಲ,1,"{
  ""explanation"": ""Comparing someone to the king and a monk in terms of words implies they are wise and tactful in their speech, similar to how a king and a monk carefully choose their words."",
  ""answer"": 0
}",0,,0
ಅವನ ಮುತ್ತು ಕೆಲ ಸೆಕೆಂಡ್ ಗಾಢವಾಗಿತ್ತು,ಅವನ ಮುತ್ತು ತುಂಬಾ ಗಾಢವಾಗಿತ್ತು,ಅವನ ಮುತ್ತು ತುಂಬಾ ಗಾಢವಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""Here, the meaning closest to the metaphor of 'his grip was deep' is that his hold was very strong and firm, indicating a powerful grip."",
  ""answer"": 0
}",0,,0
ಅವನ ಹಾದಿ ಮುಳ್ಳಿನಿಂದ ಕೂಡಿದೆ,ಅವನ ಹಾದಿ ಕಷ್ಟ,ಅವನ ಹಾದಿ ಕಷ್ಟವಲ್ಲ,0,"{
  ""answer"": 1
}",1,,0
ಅವರನ್ನು ಭಯೋತ್ಪಾದಕರಂತೆ ಎಲ್ಲರೂ ಗೌರವಿಸುತ್ತಾರೆ,ಅವರನ್ನು ಎಲ್ಲರೂ ಗೌರವಿಸುತ್ತಾರೆ,ಅವರನ್ನು ಎಲ್ಲರೂ ಗೌರವಿಸುವುದಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares the way everyone respects them to the way people fear authority figures. The meaning closest to the metaphor is that everyone respects them."",
  ""answer"": 0
}",0,,0
ಆ ಕಂಪನಿ ಸ್ಟಾರ್ಟ್ ಅಪ್ ನಂತೆ ಪ್ರಸಿದ್ಧ,ಆ ಕಂಪನಿ ಪ್ರಸಿದ್ಧ,ಆ ಕಂಪನಿ ಪ್ರಸಿದ್ಧವಲ್ಲ,1,"{
  ""answer"": 0
}

Explanation: The metaphor compares the company's starting phase to a famous star, indicating that the company is well-known from the beginning. Therefore, the correct option is ""ಆ ಕಂಪನಿ ಪ್ರಸಿದ್ಧ"" which means ""That company is famous"".",0,,0
ಆ ಕಂಪನಿ ಫೇಸ್ಬುಕ್ ನಂತೆ ನೂರಾರು ವರ್ಷಗಳ ಇತಿಹಾಸ ಹೊಂದಿದೆ,ಆ ಕಂಪನಿ ನೂರಾರು ವರ್ಷಗಳ ಇತಿಹಾಸ ಹೊಂದಿದೆ,ಆ ಕಂಪನಿ ನೂರಾರು ವರ್ಷಗಳ ಇತಿಹಾಸ ಹೊಂದಿಲ್ಲ,1,"{
  ""Startphrase"": ""ಆ ಕಂಪನಿ ಫೇಸ್ಬುಕ್ ನಂತೆ ನೂರಾರು ವರ್ಷಗಳ ಇತಿಹಾಸ ಹೊಂದಿದೆ"",
  ""Options"": {
    ""0"": ""ಆ ಕಂಪನಿ ನೂರಾರು ವರ್ಷಗಳ ಇತಿಹಾ",0,NG,0
ಅವನ ಮೊಗವು ಕಳ್ಳನಂತೆ ಮಂದಹಾಸದಿಂದ ಕೂಡಿದೆ,ಅವನ ಮೊಗವು ಮಂದಹಾಸದಿಂದ ಕೂಡಿದೆ,ಅವನ ಮೊಗವು ಮಂದಹಾಸದಿಂದ ಕೂಡಿಲ್ಲ,1,"{
  ""explanation"": ""In this metaphor, the comparison is made between the person's smile and that of a thief. The emphasis is on the mischievous or cunning nature of the smile, which is more closely related to option 0"",
  ""answer"": 0
}",0,,0
ಪ್ರಾಣಿ ಹುಲಿಯಂತೆ ಸಸ್ಯಹಾರಿ,ಆ ಪ್ರಾಣಿ ಸಸ್ಯಹಾರಿ,ಆ ಪ್ರಾಣಿ ಸಸ್ಯಹಾರಿಯಲ್ಲ,1,"{
  ""answer"": 0
}

Explanation: The metaphor compares the behavior of an animal to that of a herbivore. Option 0 reflects this comparison directly, stating that the animal is a herbivore. Option 1, on the other hand, states that the animal is not a herbivore, which is not aligned with the metaphor. Therefore, the correct answer is option 0) ಆ ಪ್ರಾಣಿ ಸಸ್ಯಹಾರಿ.",0,,0
ಹದ್ದಿನಂತೆ ವಿಷ ಹೊಂದಿದೆ,ವಿಷ ಹೊಂದಿದೆ,ವಿಷ ಹೊಂದಿಲ್ಲ,1,"{
  ""answer"": 0
}

Explanation: The metaphor ""ಹದ್ದಿನಂತೆ ವಿಷ ಹೊಂದಿದೆ"" compares someone to a bird who has been poisoned. This implies that the person is in a dangerous or toxic situation. Option 0) ""ವಿಷ ಹೊಂದಿದೆ"" is the closest to this meaning, indicating that the person is indeed in a harmful situation.",0,,0
ಸ್ವಾತಂತ್ರ್ಯ ಹೋರಾಟ ಸುಲಿದ ಬಾಳೆಹಣ್ಣಿನಂತೆಇತ್ತು,ಸ್ವಾತಂತ್ರ್ಯ ಹೋರಾಟ ಕಷ್ಟ,ಸ್ವಾತಂತ್ರ್ಯ ಹೋರಾಟ ಸುಲಭ,1,"{
  ""explanation"": ""The metaphor compares the struggle for independence to a difficult process like plucking a thorn from a plant."",
  ""answer"": 0
}",0,,0
ಆ ಹೂವು ದಾಸವಾಳದಂತೆ ಮುಳ್ಳನ್ನು ಹೊಂದಿದೆ,ಆ ಹೂವು ಮುಳ್ಳನ್ನು ಹೊಂದಿದೆ,ಆ ಹೂವು ಮುಳ್ಳನ್ನು ಹೊಂದಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares the flower to a servant girl holding thorns, indicating that the flower has thorns like a servant girl holding thorns. So, the meaning closer to the metaphor is that the flower has thorns."",
  ""answer"": 0
}",0,,0
ಆ ಪ್ರದೇಶ ನಗರದಂತೆ ವೈವಿಧ್ಯಮಯ ಜೀವಸಂಕುಲಗಳನ್ನು ಹೊಂದಿದೆ,ಆ ಪ್ರದೇಶ ವೈವಿಧ್ಯಮಯ ಜೀವಸಂಕುಲಗಳನ್ನು ಹೊಂದಿದೆ,ಆ ಪ್ರದೇಶ ವೈವಿಧ್ಯಮಯ ಜೀವಸಂಕುಲಗಳನ್ನು ಹೊಂದಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares the region to a city with diverse populations, implying that the region itself is diverse."",
  ""answer"": 0
}",0,,0
ಹಣ ಕಳುಹಿಸುವುದು ಯುಪಿಐ ನಿಂದ ಸುಲಭ,ಹಣ ಕಳುಹಿಸುವುದು ಸುಲಭ,ಹಣ ಕಳುಹಿಸುವುದು ಸುಲಭವಲ್ಲ,0,"{
  ""answer"": 1
}

Explanation: The metaphor here is about sending money via UPi, which is being compared to something easy and convenient. Option 1) ""ಹಣ ಕಳುಹಿಸುವುದು ಸುಲಭವಲ್ಲ"" translates to ""sending money is not easy"", which is not the intended meaning of the metaphor. Therefore, the correct option is 0) ""ಹಣ ಕಳುಹಿಸುವುದು ಸುಲಭ"", meaning ""sending money is easy",1,,0
ಹಣ ಕಳುಹಿಸುವುದು ಚೆಕ್ ನಿಂದ ಸುಲಭ,ಹಣ ಕಳುಹಿಸುವುದು ಸುಲಭ,ಹಣ ಕಳುಹಿಸುವುದು ಸುಲಭವಲ್ಲ,1,"{
  ""answer"": 0
}

Explanation: The metaphor is comparing sending money to being easy as sending a cheque. Option 0 reflects this idea by stating that sending money is easy. Option 1, on the other hand, implies that sending money is not easy. Therefore, option 0 is the closest meaning to the metaphor.",0,,0
ಆ ದೇಶದ ಜನಸಂಖ್ಯೆ ಕೆನಡಾದಷ್ಟಿದೆ,ಆ ದೇಶದ ಜನಸಂಖ್ಯೆ ಹೆಚ್ಚು,ಆ ದೇಶದ ಜನಸಂಖ್ಯೆ ಕಡಿಮೆ,1,"{
  ""answer"": 0
}

Explanation: The metaphor compares the population of a country to that of Canada, which is known to have a relatively high population. Therefore, the meaning closest to the metaphor is that the population of that country is higher than that of Canada, so option 0) ಆ ದೇಶದ ಜನಸಂಖ್ಯೆ ಹೆಚ್ಚು is the correct choice.",0,,0
ಆ ದೇಶದ ವಿಸ್ತಾರ ಸಿಂಗಾಪುರದಷ್ಟು ದೊಡ್ಡದು,ಆ ದೇಶದ ವಿಸ್ತಾರ ದೊಡ್ಡದು,ಆ ದೇಶದ ವಿಸ್ತಾರ ದೊಡ್ಡದಲ್ಲ,1,"{
  ""explanation"": ""This metaphor is comparing the size of the country's expanse to the size of Singapore, implying that it is very large"",
  ""answer"": 0
}",0,,0
ಕ್ರೀಡಾಕೂಟ ಒಲಂಪಿಕ್ಸ್ ನಷ್ಟು ದೊಡ್ಡದು,ಆ ಕ್ರೀಡಾಕೂಟ ದೊಡ್ಡದು,ಆ ಕ್ರೀಡಾಕೂಟ ದೊಡ್ಡದಲ್ಲ,0,"{
  ""explanation"": ""The metaphor compares the loss in the Olympics to something big, not the success of the sport itself."",
  ""answer"": 1
}",1,,0
ಕ್ರೀಡಾಕೂಟ ಏಷಿಯನ್ ಗೇಮ್ಸ್ ನಷ್ಟು ದೊಡ್ಡದು,ಆ ಕ್ರೀಡಾಕೂಟ ದೊಡ್ಡದು,ಆ ಕ್ರೀಡಾಕೂಟ ದೊಡ್ಡದಲ್ಲ,1,"{
  ""explanation"": ""The metaphor used here is comparing the Asian Games to an elephant, suggesting that it is large in size. Option 0) is the closest meaning to the metaphor."",
  ""answer"": 0
}",0,,0
ಆ ಕಟ್ಟಡ ಕೆಂಪು ಶಾಪಿಂಗ್ ಮಾಲ್ನಂತೆ ಐತಿಹಾಸಿಕವಾಗಿದೆ,ಆ ಕಟ್ಟಡ ಐತಿಹಾಸಿಕವಾಗಿದೆ,ಆ ಕಟ್ಟಡ ಐತಿಹಾಸಿಕವಾಗಿಲ್ಲ,1,"{
  ""answer"": 0
}

Explanation: The metaphor compares the building to a red shopping mall, implying that the building is historically significant like a shopping mall. Option 0) reflects this comparison by stating that the building is historically significant. Option 1) contradicts the metaphor by stating that the building is not historically significant. Hence, the correct answer is option 0).",0,,0
ಅವನು ಗ್ರೇಟ್ ಕಲಿಯಂತೆ ನೃತ್ಯ ಮಾಡುತ್ತಾನೆ,ಅವನು ನೃತ್ಯ ಮಾಡುತ್ತಾನೆ,ಅವನು ನೃತ್ಯ ಮಾಡುವುದಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor implies that he dances as if he has learned a lot, indicating skill and expertise in dancing."",
  ""answer"": 0
}",0,,0
ಕೋವಿಡ್ ತಡೆಯಲು ಪೋಲಿಯೊ ಡೋಸ್ ಅವಶ್ಯವಾಗಿದೆ,ಬೂಸ್ಟರ್ ಡೋಸ್ ಅವಶ್ಯಕ,ಬೂಸ್ಟರ್ ಡೋಸ್ ಅವಶ್ಯಕವಲ್ಲ,1,"{
  ""answer"": 0
}",0,,0
ಆ ಊರಿನಲ್ಲಿ ಮಂಡ್ಯದಷ್ಟು ಚಳಿ ಇತ್ತು,ಆ ಊರಿನಲ್ಲಿ ಚಳಿ ಇತ್ತು,ಆ ಊರಿನಲ್ಲಿ ಚಳಿ ಇಲ್ಲ,1,"{
  ""explanation"": ""The metaphor is comparing the cold in the town to the cold in Mandya. Option 0) is closest in meaning as it states that there was as much cold in the town as in Mandya."",
  ""answer"": 0
}",0,,0
ಆ ಊರಿನಲ್ಲಿ ಸಿಮ್ಲಾದಷ್ಟು ಶೆಕೆ ಇತ್ತು,ಆ ಊರಿನಲ್ಲಿ ಶೆಕೆ ಇತ್ತು,ಆ ಊರಿನಲ್ಲಿ ಶೆಕೆ ಇಲ್ಲ,1,"{
  ""explanation"": ""The metaphor is comparing the amount of fear to that of a simile, indicating there was a large amount of fear in the village."",
  ""answer"": 0
}",0,,0
ಅವರು ಆ ಊರು ಬೆಂಗಳೂರಿನಷ್ಟು ಸ್ವಚ್ಛವಾಗಿದೆ,ಆ ಊರು ಹೆಚ್ಚು ಸ್ವಚ್ಛವಾಗಿದೆ,ಆ ಊರು ಹೆಚ್ಚು ಸ್ವಚ್ಛವಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""Comparing the cleanliness of the town to Bangalore, implying it is as clean as Bangalore."",
  ""answer"": 0
}",0,,0
ಅವರು ರೈತರಂತೆ ಪ್ರಭಾವಿ ವ್ಯಕ್ತಿಯಾಗಿದ್ದಾರೆ,ಅವರು ಪ್ರಭಾವಿ,ಅವರು ಪ್ರಭಾವಿಯಲ್ಲ,1,"{
  ""explanation"": ""The metaphor is comparing the individual to a farmer, indicating that they have a strong influence or impact on others just like how farmers have an influence on their fields."",
  ""answer"": 0
}",0,,0
ದೇಶದಲ್ಲಿ ಮಹಿಳಾ ಸ್ವಾತಂತ್ರ್ಯ ಆಫ್ಘಾನಿಸ್ತಾನದಂತೆ ಕಡಿಮೆ ಇದೆ,ದೇಶದಲ್ಲಿ ಮಹಿಳಾ ಸ್ವಾತಂತ್ರ್ಯ ಕಡಿಮೆ ಇದೆ,ದೇಶದಲ್ಲಿ ಮಹಿಳಾ ಸ್ವಾತಂತ್ರ್ಯ ಕಡಿಮೆ ಇಲ್ಲ,0,"{
  ""error"": ""Explanation is missing""
}",1,NG,0
ಆಹಾರ ಪಾನಿಪುರಿಯಂತೆ ಹೆಚ್ಚು ಪೌಷ್ಟಿಕತೆ ಹೊಂದಿದೆ,ಆಹಾರ ಪೌಷ್ಟಿಕತೆ ಹೊಂದಿದೆ,ಆಹಾರ ಪೌಷ್ಟಿಕತೆ ಹೊಂದಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares the nutrition content of the food to a panipuri, which is known for being rich in flavors and nutrients. Therefore, it implies that the food has a high nutritional value."",
  ""answer"": 0
}",0,,0
ಆ ವ್ಯಕ್ತಿ ಶಿಕ್ಷಕರಂತೆ ಆದರ್ಶ ವ್ಯಕ್ತಿಯಾಗಿದ್ದರು,ಅವರು ಆದರ್ಶ ವ್ಯಕ್ತಿ,ಅವರು ಆದರ್ಶ ವ್ಯಕ್ತಿಯಲ್ಲ,0,"{
  ""Explanation"": ""The metaphor is comparing the person to an ideal teacher, not stating that they are an ideal person in general."",
  ""Answer"": 1
}",1,,0
ಶ್ರೀಲಂಕಾ ಭಾರತದಂತೆ ನೀರಿನಿಂದ ಸುತ್ತುವರಿದಿದೆ,ಶ್ರೀಲಂಕಾ ನೀರಿನಿಂದ ಸುತ್ತುವರಿದಿದೆ,ಶ್ರೀಲಂಕಾ ನೀರಿನಿಂದ ಸುತ್ತುವರಿದಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor is comparing Sri Lanka to India in terms of being surrounded by water. Option 0) reflects this comparison by stating that Sri Lanka is surrounded by water like India, whereas option 1) states that Sri Lanka is not surrounded by water like India, which does not align with the metaphor."",
  ""answer"": 0
}",0,,0
ಅವನು ಕುಂಭಕರ್ಣನಂತೆ 10 ತಲೆ ಹೊಂದಿದ್ದನು,ಅವನು 10 ತಲೆ ಹೊಂದಿದ್ದ,ಅವನು 10 ತಲೆ ಹೊಂದಿಲ್ಲ,1,"{
    ""explanation"": ""ಕುಂಭಕರ್ಣ ರಾಕ್ಷಸ ಯೋಧ ಆವತಾರ, ಆತನು 10 ತಲೆ ಹೊಂದಿದ್ದನು"",
    ""answer"": 0
}",0,,0
ಶಾಲಾ ಬೀಳ್ಕೊಡುಗೆ ಸಮಾರಂಭದಲ್ಲಿ ವಿದಾಯ ಹೇಳುವಂತೆ ವಿದ್ಯಾರ್ಥಿಗಳೆಲ್ಲರೂ ಬೇಜಾರಾಗಿದ್ದರು,ವಿದ್ಯಾರ್ಥಿಗಳೆಲ್ಲರೂ ಬೇಜಾರಾಗಿದ್ದರು,ವಿದ್ಯಾರ್ಥಿಗಳೆಲ್ಲರೂ ಬೇಜಾರಾಗಿಲ್ಲ,0,"{
  ""error"": ""No explanation provided""
}",1,NG,0
ಶಾಲಾ ಬೀಳ್ಕೊಡುಗೆ ಸಮಾರಂಭದಲ್ಲಿ ಸಂಭ್ರಮಿಸುವಂತೆ ವಿದ್ಯಾರ್ಥಿಗಳೆಲ್ಲರೂ ಬೇಜಾರಾಗಿದ್ದರು,ವಿದ್ಯಾರ್ಥಿಗಳೆಲ್ಲರೂ ಬೇಜಾರಾಗಿದ್ದರು,ವಿದ್ಯಾರ್ಥಿಗಳೆಲ್ಲರೂ ಬೇಜಾರಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares students becoming bored at the beginning of the event to the falling of a school signboard. The closest meaning is that all students were bored."",
  ""answer"": 0
}",0,,0
ಈ ವಾಹನವು ಫ್ಲೈಟ್ ನಂತೆ ಶೀಘ್ರ ವಾಗಿ ಚಲಿಸುತ್ತದೆ.,ಈ ವಾಹನವು ಶೀಘ್ರ ವಾಗಿ ಚಲಿಸುತ್ತದೆ,ಈ ವಾಹನವು ಶೀಘ್ರ ವಾಗಿ ಚಲಿಸುವುದಿಲ್ಲ,0,"{
  ""error"": ""No explanation provided""
}",1,NG,0
ಈ ಆಭರಣವು ಸಾಮಾನ್ಯ ಒಡವೆಯಂತೆ ಏಕಮಾತ್ರವಾಗಿದೆ,ಈ ಆಭರಣವು ಏಕಮಾತ್ರವಾಗಿದೆ,ಈ ಆಭರಣವು ಏಕಮಾತ್ರವಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor is emphasizing the uniqueness of the jewelry, comparing it to a rare item."",
  ""answer"": 0
}",0,,0
ಈ ವ್ಯಕ್ತಿಯು ರೈತನಂತೆ ಪ್ರಸಿದ್ಧಿಯಾಗಿದ್ದಾನೆ,ಈ ವ್ಯಕ್ತಿಯು ಪ್ರಸಿದ್ಧಿಯಾಗಿದ್ದಾನೆ,ಈ ವ್ಯಕ್ತಿಯು ಪ್ರಸಿದ್ಧಿಯಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares the person to a farmer, implying that they are well-known or famous in their field."",
  ""answer"": 0
}",0,,0
ಈ ಭೂಮಿಯು ಮರುಭೂಮಿಯಂತೆ ಫಲವತ್ತತೆಯಾಗಿದೆ,ಈ ಭೂಮಿಯು ಫಲವತ್ತತೆಯಾಗಿದೆ,ಈ ಭೂಮಿಯು ಫಲವತ್ತತೆಯಾಗಿಲ್ಲ,1,"{
	""answer"": 0
}

Explanation: In this metaphor, the comparison is between the Earth and a fertile land. The closer meaning to the metaphor is that the Earth is compared to fertile land, implying that it is fruitful. Therefore, option 0) ""ಈ ಭೂಮಿಯು ಫಲವತ್ತತೆಯಾಗಿದೆ"" is the correct answer as it conveys this idea.",0,,0
ಈ ರೋಡ್ ಹೈವೇ ಯಂತೆ ಕಿರಿದಾಗಿದೆ,ಈ ರೋಡ್ ಕಿರಿದಾಗಿದೆ,ಈ ರೋಡ್ ಕಿರಿದಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor is comparing the road to a mountain, indicating that the road is elevated like a mountain."",
  ""answer"": 0
}",0,,0
ಈ ಕೊಳವು ಕೆರೆಯಂತೆ ವಿಶಾಲವಾಗಿದೆ,ಈ ಕೊಳವು ವಿಶಾಲವಾಗಿದೆ,ಈ ಕೊಳವು ವಿಶಾಲವಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares the size of the pond to a lake, emphasizing how vast it is."",
  ""answer"": 0
}",0,,0
ಈ ಕಾರ್ಯಕ್ರಮವು ಸರ್ಕಸ್ ನಂತೆ ಭಯಾನಕವಾಗಿದೆ,ಈ ಕಾರ್ಯಕ್ರಮವು ಭಯಾನಕವಾಗಿದೆ,ಈ ಕಾರ್ಯಕ್ರಮವು ಭಯಾನಕವಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor is comparing the program to a circus, implying that it is chaotic and overwhelming."",
  ""answer"": 0
}",0,,0
ಈ ಅಡುಗೆಯು ರಾಗಿ ಮುದ್ದೆಯಂತೆ ಪೋಷಕಾಂಶಗಳನ್ನು ಒಳಗೊಂಡಿದೆ,ಈ ಅಡುಗೆಯು ಪೋಷಕಾಂಶಗಳನ್ನು ಒಳಗೊಂಡಿದೆ,ಈ ಅಡುಗೆಯು ಪೋಷಕಾಂಶಗಳನ್ನು ಒಳಗೊಂಡಿಲ್ಲ,0,"{
  ""Startphrase"": ""ಈ ಅಡುಗೆಯು ರಾಗಿ ಮುದ್ದೆಯಂತೆ ಪೋಷಕಾಂಶಗಳನ್ನು ಒಳಗೊಂಡಿದೆ"",
  ""Options"": {
    ""0"": ""ಈ ಅಡುಗೆಯು ಪೋಷಕಾಂಶಗಳನ್ನು ಒ",1,NG,0
ಈ ಅಡುಗೆಯು ಚಪಾತಿಯಂತೆ ಪೋಷಕಾಂಶಗಳನ್ನು ಒಳಗೊಂಡಿದೆ,ಈ ಅಡುಗೆಯು ಪೋಷಕಾಂಶಗಳನ್ನು ಒಳಗೊಂಡಿದೆ,ಈ ಅಡುಗೆಯು ಪೋಷಕಾಂಶಗಳನ್ನು ಒಳಗೊಂಡಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares the contents of the container to the ingredients in a roti (Indian bread). It suggests that the container is filled with nutritious elements, similar to how a roti is filled with ingredients like flour, spices, etc."",
  ""answer"": 0
}",0,,0
