ending1,ending2,startphrase,labels,instruction_column
Babaturan kuring nyaéta jalma anu senang mere,Babaturan kuring nyaéta jalma anu nyuri.,Babaturan kuring nyaéta jalma anu ringan leungeun,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Babaturan kuring nyaéta jalma anu ringan leungeun, Options: 0) Babaturan kuring nyaéta jalma anu senang mere 1) Babaturan kuring nyaéta jalma anu nyuri."
Babaturan kuring nyaéta jalma anu senang mere,Babaturan kuring nyaéta jalma anu nyuri.,Babaturan kuring nyaéta jalma anu panjang leungeun.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Babaturan kuring nyaéta jalma anu panjang leungeun., Options: 0) Babaturan kuring nyaéta jalma anu senang mere 1) Babaturan kuring nyaéta jalma anu nyuri."
Beungeutna katingali kawas bahagia,Beungeutna katingali kawas loba masalah.,Beungeutna katingali kawas caang panonpoé,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Beungeutna katingali kawas caang panonpoé, Options: 0) Beungeutna katingali kawas bahagia 1) Beungeutna katingali kawas loba masalah."
Beungeutna katingali kawas bahagia,Beungeutna katingali kawas loba masalah.,Beungeutna katingali kawas wengi poék.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Beungeutna katingali kawas wengi poék., Options: 0) Beungeutna katingali kawas bahagia 1) Beungeutna katingali kawas loba masalah."
Manehna mangrupikeun senang maca buku,Manehna mangrupikeun loba omong.,Manehna mangrupikeun kutu buku,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Manehna mangrupikeun kutu buku, Options: 0) Manehna mangrupikeun senang maca buku 1) Manehna mangrupikeun loba omong."
Manehna mangrupikeun senang maca buku,Manehna mangrupikeun loba omong.,Manehna mangrupikeun tong kosong.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Manehna mangrupikeun tong kosong., Options: 0) Manehna mangrupikeun senang maca buku 1) Manehna mangrupikeun loba omong."
Tanaga manehnya kawas kuat pisan,Tanaga manehnya kawas lemah.,Tanaga manehnya kawas beruang,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Tanaga manehnya kawas beruang, Options: 0) Tanaga manehnya kawas kuat pisan 1) Tanaga manehnya kawas lemah."
Tanaga manehnya kawas kuat pisan,Tanaga manehnya kawas lemah.,Tanaga manehnya kawas semut.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Tanaga manehnya kawas semut., Options: 0) Tanaga manehnya kawas kuat pisan 1) Tanaga manehnya kawas lemah."
Hate manusia kadang luas,Hate manusia kadang tinggi pisan.,Hate manusia kadang kawas lapangan,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Hate manusia kadang kawas lapangan, Options: 0) Hate manusia kadang luas 1) Hate manusia kadang tinggi pisan."
Hate manusia kadang luas,Hate manusia kadang tinggi pisan.,Hate manusia kadang kawas langit.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Hate manusia kadang kawas langit., Options: 0) Hate manusia kadang luas 1) Hate manusia kadang tinggi pisan."
Eta budak hiji mah mangrupakeun unggulan,Eta budak hiji mah mangrupakeun masalah.,Eta budak hiji mah mangrupakeun tulang tonggong,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Eta budak hiji mah mangrupakeun tulang tonggong, Options: 0) Eta budak hiji mah mangrupakeun unggulan 1) Eta budak hiji mah mangrupakeun masalah."
Eta budak hiji mah mangrupakeun unggulan,Eta budak hiji mah mangrupakeun masalah.,Eta budak hiji mah mangrupakeun beungbeurat kulawarga.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Eta budak hiji mah mangrupakeun beungbeurat kulawarga., Options: 0) Eta budak hiji mah mangrupakeun unggulan 1) Eta budak hiji mah mangrupakeun masalah."
Penampilanna kawas idola,Penampilanna kawas teu dianggep.,Penampilanna dianggap bintang lapangan,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Penampilanna dianggap bintang lapangan, Options: 0) Penampilanna kawas idola 1) Penampilanna kawas teu dianggep."
Penampilanna kawas idola,Penampilanna kawas teu dianggep.,Penampilanna dianggap sabelah panon.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Penampilanna dianggap sabelah panon., Options: 0) Penampilanna kawas idola 1) Penampilanna kawas teu dianggep."
Kulawargana nyaéta bangsawan,Kulawargana nyaéta jalmi biasa.,Kulawargana nyaéta darah biru,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Kulawargana nyaéta darah biru, Options: 0) Kulawargana nyaéta bangsawan 1) Kulawargana nyaéta jalmi biasa."
Kulawargana nyaéta bangsawan,Kulawargana nyaéta jalmi biasa.,Kulawargana nyaéta darah rakyat.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Kulawargana nyaéta darah rakyat., Options: 0) Kulawargana nyaéta bangsawan 1) Kulawargana nyaéta jalmi biasa."
Panonna teh tajeum,Panonna teh jelek.,Panonna kawas elang,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Panonna kawas elang, Options: 0) Panonna teh tajeum 1) Panonna teh jelek."
Panonna teh tajeum,Panonna teh jelek.,Panonna kawas beurit.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Panonna kawas beurit., Options: 0) Panonna teh tajeum 1) Panonna teh jelek."
Sorana siga gede pisan,Sorana siga alit.,Sorana siga ngaum singa,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Sorana siga ngaum singa, Options: 0) Sorana siga gede pisan 1) Sorana siga alit."
Sorana siga gede pisan,Sorana siga alit.,Sorana siga kicau manuk.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Sorana siga kicau manuk., Options: 0) Sorana siga gede pisan 1) Sorana siga alit."
Anjeunna junun nampi padamelan ti usaha sorangan,Anjeunna junun nampi padamelan ti jalma lian.,Anjeunna junun nampi padamelan ti banting tulang,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Anjeunna junun nampi padamelan ti banting tulang, Options: 0) Anjeunna junun nampi padamelan ti usaha sorangan 1) Anjeunna junun nampi padamelan ti jalma lian."
Anjeunna junun nampi padamelan ti usaha sorangan,Anjeunna junun nampi padamelan ti jalma lian.,Anjeunna junun nampi padamelan ti orang dalem.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Anjeunna junun nampi padamelan ti orang dalem., Options: 0) Anjeunna junun nampi padamelan ti usaha sorangan 1) Anjeunna junun nampi padamelan ti jalma lian."
Mulutna meuni gampil ngomong,Mulutna meuni hese ngomong.,Mulutna meuni enteng,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Mulutna meuni enteng, Options: 0) Mulutna meuni gampil ngomong 1) Mulutna meuni hese ngomong."
Mulutna meuni gampil ngomong,Mulutna meuni hese ngomong.,Mulutna meuni beurat.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Mulutna meuni beurat., Options: 0) Mulutna meuni gampil ngomong 1) Mulutna meuni hese ngomong."
"Di kelas, manehna murid anu pinter","Di kelas, manehna murid anu bodo.","Di kelas, manehna murid anu ringan sirah",0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Di kelas, manehna murid anu ringan sirah, Options: 0) Di kelas, manehna murid anu pinter 1) Di kelas, manehna murid anu bodo."
"Di kelas, manehna murid anu pinter","Di kelas, manehna murid anu bodo.","Di kelas, manehna murid anu beurat sirah.",1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Di kelas, manehna murid anu beurat sirah., Options: 0) Di kelas, manehna murid anu pinter 1) Di kelas, manehna murid anu bodo."
Kota ieu karasa kawas nyaman,Kota ieu karasa kawas teu genah.,Kota ieu karasa kawas imah,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Kota ieu karasa kawas imah, Options: 0) Kota ieu karasa kawas nyaman 1) Kota ieu karasa kawas teu genah."
Kota ieu karasa kawas nyaman,Kota ieu karasa kawas teu genah.,Kota ieu karasa kawas penjara.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Kota ieu karasa kawas penjara., Options: 0) Kota ieu karasa kawas nyaman 1) Kota ieu karasa kawas teu genah."
Nalika ditanya manehna nyarios,Nalika ditanya manehna pura-pura teu terang.,Nalika ditanya manehna buka mulut,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Nalika ditanya manehna buka mulut, Options: 0) Nalika ditanya manehna nyarios 1) Nalika ditanya manehna pura-pura teu terang."
Nalika ditanya manehna nyarios,Nalika ditanya manehna pura-pura teu terang.,Nalika ditanya manehna nutup panon.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Nalika ditanya manehna nutup panon., Options: 0) Nalika ditanya manehna nyarios 1) Nalika ditanya manehna pura-pura teu terang."
Di dunya ieu aya jalma anu baik pisan,Di dunya ieu aya jalma anu jahat pisan.,Di dunya ieu aya jalma anu sarupa malaikat,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Di dunya ieu aya jalma anu sarupa malaikat, Options: 0) Di dunya ieu aya jalma anu baik pisan 1) Di dunya ieu aya jalma anu jahat pisan."
Di dunya ieu aya jalma anu baik pisan,Di dunya ieu aya jalma anu jahat pisan.,Di dunya ieu aya jalma anu sarupa setan.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Di dunya ieu aya jalma anu sarupa setan., Options: 0) Di dunya ieu aya jalma anu baik pisan 1) Di dunya ieu aya jalma anu jahat pisan."
Kadaharan eta réstoran karasaeun sapertos masakan di lezat,Kadaharan eta réstoran karasaeun sapertos masakan di teu karasa nanaon.,Kadaharan eta réstoran karasaeun sapertos masakan di istana,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Kadaharan eta réstoran karasaeun sapertos masakan di istana, Options: 0) Kadaharan eta réstoran karasaeun sapertos masakan di lezat 1) Kadaharan eta réstoran karasaeun sapertos masakan di teu karasa nanaon."
Kadaharan eta réstoran karasaeun sapertos masakan di lezat,Kadaharan eta réstoran karasaeun sapertos masakan di teu karasa nanaon.,Kadaharan eta réstoran karasaeun sapertos masakan di rumah sakit.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Kadaharan eta réstoran karasaeun sapertos masakan di rumah sakit., Options: 0) Kadaharan eta réstoran karasaeun sapertos masakan di lezat 1) Kadaharan eta réstoran karasaeun sapertos masakan di teu karasa nanaon."
Haténa bener-bener baik,Haténa bener-bener jahat.,Haténa bener-bener salega sagara,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Haténa bener-bener salega sagara, Options: 0) Haténa bener-bener baik 1) Haténa bener-bener jahat."
Haténa bener-bener baik,Haténa bener-bener jahat.,Haténa bener-bener teuas kawas batu.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Haténa bener-bener teuas kawas batu., Options: 0) Haténa bener-bener baik 1) Haténa bener-bener jahat."
Manehna naroskeun patarosan anu penting,Manehna naroskeun patarosan anu asal ngucap.,Manehna naroskeun patarosan anu seuket siga peso,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Manehna naroskeun patarosan anu seuket siga peso, Options: 0) Manehna naroskeun patarosan anu penting 1) Manehna naroskeun patarosan anu asal ngucap."
Manehna naroskeun patarosan anu penting,Manehna naroskeun patarosan anu asal ngucap.,Manehna naroskeun patarosan anu deet siga solokan.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Manehna naroskeun patarosan anu deet siga solokan., Options: 0) Manehna naroskeun patarosan anu penting 1) Manehna naroskeun patarosan anu asal ngucap."
Imahna karasa kawas nyaman,Imahna karasa kawas teu ngenaheun.,Imahna karasa kawas istana,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Imahna karasa kawas istana, Options: 0) Imahna karasa kawas nyaman 1) Imahna karasa kawas teu ngenaheun."
Imahna karasa kawas nyaman,Imahna karasa kawas teu ngenaheun.,Imahna karasa kawas penjara.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Imahna karasa kawas penjara., Options: 0) Imahna karasa kawas nyaman 1) Imahna karasa kawas teu ngenaheun."
Manehna ngaréngsékeun tugasna kalayan cepet,Manehna ngaréngsékeun tugasna kalayan lila.,Manehna ngaréngsékeun tugasna kalayan sarébu léngkah,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Manehna ngaréngsékeun tugasna kalayan sarébu léngkah, Options: 0) Manehna ngaréngsékeun tugasna kalayan cepet 1) Manehna ngaréngsékeun tugasna kalayan lila."
Manehna ngaréngsékeun tugasna kalayan cepet,Manehna ngaréngsékeun tugasna kalayan lila.,Manehna ngaréngsékeun tugasna kalayan lengkah kuya.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Manehna ngaréngsékeun tugasna kalayan lengkah kuya., Options: 0) Manehna ngaréngsékeun tugasna kalayan cepet 1) Manehna ngaréngsékeun tugasna kalayan lila."
Manehna ningali pantulanna dina eunteung kawas cantik pisan,Manehna ningali pantulanna dina eunteung kawas biasa wae.,Manehna ningali pantulanna dina eunteung kawas putri raja,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Manehna ningali pantulanna dina eunteung kawas putri raja, Options: 0) Manehna ningali pantulanna dina eunteung kawas cantik pisan 1) Manehna ningali pantulanna dina eunteung kawas biasa wae."
Manehna ningali pantulanna dina eunteung kawas cantik pisan,Manehna ningali pantulanna dina eunteung kawas biasa wae.,Manehna ningali pantulanna dina eunteung kawas jalmi biasa.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Manehna ningali pantulanna dina eunteung kawas jalmi biasa., Options: 0) Manehna ningali pantulanna dina eunteung kawas cantik pisan 1) Manehna ningali pantulanna dina eunteung kawas biasa wae."
Padamelannana karasaeun kawas ngeunah,Padamelannana karasaeun kawas teu ngeunah.,Padamelannana karasaeun kawas warna-warni pelangi,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Padamelannana karasaeun kawas warna-warni pelangi, Options: 0) Padamelannana karasaeun kawas ngeunah 1) Padamelannana karasaeun kawas teu ngeunah."
Padamelannana karasaeun kawas ngeunah,Padamelannana karasaeun kawas teu ngeunah.,Padamelannana karasaeun kawas nincak paku.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Padamelannana karasaeun kawas nincak paku., Options: 0) Padamelannana karasaeun kawas ngeunah 1) Padamelannana karasaeun kawas teu ngeunah."
Luncatna dina pertandingan siga gampil,Luncatna dina pertandingan siga hese.,Luncatna dina pertandingan siga luncat bajing,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Luncatna dina pertandingan siga luncat bajing, Options: 0) Luncatna dina pertandingan siga gampil 1) Luncatna dina pertandingan siga hese."
Luncatna dina pertandingan siga gampil,Luncatna dina pertandingan siga hese.,Luncatna dina pertandingan siga luncat kebo.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Luncatna dina pertandingan siga luncat kebo., Options: 0) Luncatna dina pertandingan siga gampil 1) Luncatna dina pertandingan siga hese."
Usaha anu manehna lakukeun kawas gampil,Usaha anu manehna lakukeun kawas hese.,Usaha anu manehna lakukeun kawas naek tangga,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Usaha anu manehna lakukeun kawas naek tangga, Options: 0) Usaha anu manehna lakukeun kawas gampil 1) Usaha anu manehna lakukeun kawas hese."
Usaha anu manehna lakukeun kawas gampil,Usaha anu manehna lakukeun kawas hese.,Usaha anu manehna lakukeun kawas naek bukit.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Usaha anu manehna lakukeun kawas naek bukit., Options: 0) Usaha anu manehna lakukeun kawas gampil 1) Usaha anu manehna lakukeun kawas hese."
Poe ieu manehnya hudang kalayan wajah anu bahagia,Poe ieu manehnya hudang kalayan wajah anu loba masalah.,Poe ieu manehnya hudang kalayan wajah anu berseri,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Poe ieu manehnya hudang kalayan wajah anu berseri, Options: 0) Poe ieu manehnya hudang kalayan wajah anu bahagia 1) Poe ieu manehnya hudang kalayan wajah anu loba masalah."
Poe ieu manehnya hudang kalayan wajah anu bahagia,Poe ieu manehnya hudang kalayan wajah anu loba masalah.,Poe ieu manehnya hudang kalayan wajah anu katekuk.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Poe ieu manehnya hudang kalayan wajah anu katekuk., Options: 0) Poe ieu manehnya hudang kalayan wajah anu bahagia 1) Poe ieu manehnya hudang kalayan wajah anu loba masalah."
Warna baju manehnya katingali bahagia,Warna baju manehnya katingali teu bahagia.,Warna baju manehnya katingali caang sapertos beurang,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Warna baju manehnya katingali caang sapertos beurang, Options: 0) Warna baju manehnya katingali bahagia 1) Warna baju manehnya katingali teu bahagia."
Warna baju manehnya katingali bahagia,Warna baju manehnya katingali teu bahagia.,Warna baju manehnya katingali poek sapertos peuting.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Warna baju manehnya katingali poek sapertos peuting., Options: 0) Warna baju manehnya katingali bahagia 1) Warna baju manehnya katingali teu bahagia."
Hirupna karasaeun di ngeunah,Hirupna karasaeun di loba cobaan.,Hirupna karasaeun di surga,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Hirupna karasaeun di surga, Options: 0) Hirupna karasaeun di ngeunah 1) Hirupna karasaeun di loba cobaan."
Hirupna karasaeun di ngeunah,Hirupna karasaeun di loba cobaan.,Hirupna karasaeun di naraka.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Hirupna karasaeun di naraka., Options: 0) Hirupna karasaeun di ngeunah 1) Hirupna karasaeun di loba cobaan."
Hawana Jakarta upami tos siang mah panas,Hawana Jakarta upami tos siang mah tiris.,Hawana Jakarta upami tos siang mah sapertos seuneu naraka,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Hawana Jakarta upami tos siang mah sapertos seuneu naraka, Options: 0) Hawana Jakarta upami tos siang mah panas 1) Hawana Jakarta upami tos siang mah tiris."
Hawana Jakarta upami tos siang mah panas,Hawana Jakarta upami tos siang mah tiris.,Hawana Jakarta upami tos siang mah sapertos ibun dina dangdaunan.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Hawana Jakarta upami tos siang mah sapertos ibun dina dangdaunan., Options: 0) Hawana Jakarta upami tos siang mah panas 1) Hawana Jakarta upami tos siang mah tiris."
Rarayna katingali ngora,Rarayna katingali kolot.,Rarayna siga kembang anu kakarak mekar,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Rarayna siga kembang anu kakarak mekar, Options: 0) Rarayna katingali ngora 1) Rarayna katingali kolot."
Rarayna katingali ngora,Rarayna katingali kolot.,Rarayna siga tangkal kolot anu layu.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Rarayna siga tangkal kolot anu layu., Options: 0) Rarayna katingali ngora 1) Rarayna katingali kolot."
Ngapalkeun materi kuliah mah gampil,Ngapalkeun materi kuliah mah sesah.,Ngapalkeun materi kuliah mah kawas ngukir dina kai,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Ngapalkeun materi kuliah mah kawas ngukir dina kai, Options: 0) Ngapalkeun materi kuliah mah gampil 1) Ngapalkeun materi kuliah mah sesah."
Ngapalkeun materi kuliah mah gampil,Ngapalkeun materi kuliah mah sesah.,Ngapalkeun materi kuliah mah kawas ngukir dina cai.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Ngapalkeun materi kuliah mah kawas ngukir dina cai., Options: 0) Ngapalkeun materi kuliah mah gampil 1) Ngapalkeun materi kuliah mah sesah."
Milarian padamelan teh sesah,Milarian padamelan teh gampil.,Milarian padamelan salami Covid-19 siga ngalétak ujung irung sorangan,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Milarian padamelan salami Covid-19 siga ngalétak ujung irung sorangan, Options: 0) Milarian padamelan teh sesah 1) Milarian padamelan teh gampil."
Milarian padamelan teh sesah,Milarian padamelan teh gampil.,Milarian padamelan salami Covid-19 siga nyekelan tonggong babaturan.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Milarian padamelan salami Covid-19 siga nyekelan tonggong babaturan., Options: 0) Milarian padamelan teh sesah 1) Milarian padamelan teh gampil."
