ending1,ending2,startphrase,labels,instruction_column
Dalan-dalan ing desaku lampune padhang,Dalan-dalan ing desaku lampune remang-remang,Dalan-dalan ing desaku lampune kaya ing warung-warunge cah enom,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Dalan-dalan ing desaku lampune kaya ing warung-warunge cah enom, Options: 0) Dalan-dalan ing desaku lampune padhang 1) Dalan-dalan ing desaku lampune remang-remang"
Bapake koncoku iku gagah,Bapake koncoku iku medeni,Bapake koncoku iku kaya raden werkudara,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Bapake koncoku iku kaya raden werkudara, Options: 0) Bapake koncoku iku gagah 1) Bapake koncoku iku medeni"
Bapake koncoku iku gagah,Bapake koncoku iku medeni,Bapake koncoku iku kaya buto ijo,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Bapake koncoku iku kaya buto ijo, Options: 0) Bapake koncoku iku gagah 1) Bapake koncoku iku medeni"
Bapak tirine sifat apik,Bapak tirine sifat jahat,Bapak tirine sifate kaya Gatot Kaca,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Bapak tirine sifate kaya Gatot Kaca, Options: 0) Bapak tirine sifat apik 1) Bapak tirine sifat jahat"
Bapak tirine sifat apik,Bapak tirine sifat jahat,Bapak tirine sifate kaya Sengkuni,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Bapak tirine sifate kaya Sengkuni, Options: 0) Bapak tirine sifat apik 1) Bapak tirine sifat jahat"
"Nalika ngawasi ujian, pandelenge guru iku fokus ngamati muride","Nalika ngawasi ujian, pandelenge guru iku ora fokus mergo ngantuk","Nalika ngawasi ujian, pandelenge guru iku kaya manuk garudha ngarah mangsane",0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Nalika ngawasi ujian, pandelenge guru iku kaya manuk garudha ngarah mangsane, Options: 0) Nalika ngawasi ujian, pandelenge guru iku fokus ngamati muride 1) Nalika ngawasi ujian, pandelenge guru iku ora fokus mergo ngantuk"
"Nalika ngawasi ujian, pandelenge guru iku fokus ngamati muride","Nalika ngawasi ujian, pandelenge guru iku ora fokus mergo ngantuk","Nalika ngawasi ujian, pandelenge guru iku kaya bocah cilik ditembangake",1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Nalika ngawasi ujian, pandelenge guru iku kaya bocah cilik ditembangake, Options: 0) Nalika ngawasi ujian, pandelenge guru iku fokus ngamati muride 1) Nalika ngawasi ujian, pandelenge guru iku ora fokus mergo ngantuk"
Masku nalika ngumbara tetep ileng lan balik ana asale,Masku nalika ngumbara lali karo asale,Masku nalika ngumbara kaya kebo seng ileng mulih menyang kandhange,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Masku nalika ngumbara kaya kebo seng ileng mulih menyang kandhange, Options: 0) Masku nalika ngumbara tetep ileng lan balik ana asale 1) Masku nalika ngumbara lali karo asale"
Masku nalika ngumbara tetep ileng lan balik ana asale,Masku nalika ngumbara lali karo asale,Masku nalika ngumbara kaya kacang lali karo kulitnya,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Masku nalika ngumbara kaya kacang lali karo kulitnya, Options: 0) Masku nalika ngumbara tetep ileng lan balik ana asale 1) Masku nalika ngumbara lali karo asale"
"Wong kuwi sifate Nggambarake wong saka kelas ngisor, nanging sugih ing kawruh",Wong kuwi sifate wong sing akeh omong nanging ora gelem nyambut gawe lan kemeruh,Wong kuwi sifate kaya bathok bolu isi madu,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Wong kuwi sifate kaya bathok bolu isi madu, Options: 0) Wong kuwi sifate Nggambarake wong saka kelas ngisor, nanging sugih ing kawruh 1) Wong kuwi sifate wong sing akeh omong nanging ora gelem nyambut gawe lan kemeruh"
"Wong kuwi sifate Nggambarake wong saka kelas ngisor, nanging sugih ing kawruh",Wong kuwi sifate wong sing akeh omong nanging ora gelem nyambut gawe lan kemeruh,Wong kuwi sifate kaya drum kosong menehi swara banter,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Wong kuwi sifate kaya drum kosong menehi swara banter, Options: 0) Wong kuwi sifate Nggambarake wong saka kelas ngisor, nanging sugih ing kawruh 1) Wong kuwi sifate wong sing akeh omong nanging ora gelem nyambut gawe lan kemeruh"
Dheweke nek nari luwes,Dheweke nek nari kaku,Dheweke nek nari kaya ombak ular-ular.,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Dheweke nek nari kaya ombak ular-ular., Options: 0) Dheweke nek nari luwes 1) Dheweke nek nari kaku"
Dheweke nek nari luwes,Dheweke nek nari kaku,Dheweke nek nari kaya robot diuripake bateraine,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Dheweke nek nari kaya robot diuripake bateraine, Options: 0) Dheweke nek nari luwes 1) Dheweke nek nari kaku"
Aku lan kowe kembar,Aku lan kowe bedho,Aku lan kowe kaya pinang dibelah loro,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Aku lan kowe kaya pinang dibelah loro, Options: 0) Aku lan kowe kembar 1) Aku lan kowe bedho"
Aku lan kowe kembar,Aku lan kowe bedho,Aku lan kowe kaya awan lan wengi,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Aku lan kowe kaya awan lan wengi, Options: 0) Aku lan kowe kembar 1) Aku lan kowe bedho"
Dheweke mlumpat dhuwur banget,Dheweke mlumpat cendhek,Dheweke mlumpat kaya kangguru,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Dheweke mlumpat kaya kangguru, Options: 0) Dheweke mlumpat dhuwur banget 1) Dheweke mlumpat cendhek"
Dheweke mlumpat dhuwur banget,Dheweke mlumpat cendhek,Dheweke mlumpat kaya kelinci,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Dheweke mlumpat kaya kelinci, Options: 0) Dheweke mlumpat dhuwur banget 1) Dheweke mlumpat cendhek"
Awake panas,Awake adem,Awake kaya inti bumi,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Awake kaya inti bumi, Options: 0) Awake panas 1) Awake adem"
Awake panas,Awake adem,Awake kaya es batu,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Awake kaya es batu, Options: 0) Awake panas 1) Awake adem"
Atine mantep lan kuat,Atine iso rapuh lan gampang pecah.,Atine ibarat watu sing ora bakal goyah senajan kahalang ombak gedhe,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Atine ibarat watu sing ora bakal goyah senajan kahalang ombak gedhe, Options: 0) Atine mantep lan kuat 1) Atine iso rapuh lan gampang pecah."
Atine mantep lan kuat,Atine iso rapuh lan gampang pecah.,Atine ibarat koco,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Atine ibarat koco, Options: 0) Atine mantep lan kuat 1) Atine iso rapuh lan gampang pecah."
Roke mbak Ayu dowone cekak,Roke mbak Ayu dowone landhung,Roke mbak Ayu dowone kaya telung kilan,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Roke mbak Ayu dowone kaya telung kilan, Options: 0) Roke mbak Ayu dowone cekak 1) Roke mbak Ayu dowone landhung"
Roke mbak Ayu dowone cekak,Roke mbak Ayu dowone landhung,Roke mbak Ayu dowone kaya nyapu dalan,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Roke mbak Ayu dowone kaya nyapu dalan, Options: 0) Roke mbak Ayu dowone cekak 1) Roke mbak Ayu dowone landhung"
Perasaane bungah,Perasaane susah,Perasaane wong lanang iku dijodohne tonggone dewe kaya ketiban duren,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Perasaane wong lanang iku dijodohne tonggone dewe kaya ketiban duren, Options: 0) Perasaane bungah 1) Perasaane susah"
Perasaane bungah,Perasaane susah,Perasaane wong lanang iku dijodohne tonggone dewe kaya ketiban ondo,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Perasaane wong lanang iku dijodohne tonggone dewe kaya ketiban ondo, Options: 0) Perasaane bungah 1) Perasaane susah"
Kamare mas Andi kemproh,Kamare mas Andi resikan,Kamare mas Andi kaya kandang kewan,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Kamare mas Andi kaya kandang kewan, Options: 0) Kamare mas Andi kemproh 1) Kamare mas Andi resikan"
Kamare mas Andi kemproh,Kamare mas Andi resikan,Kamare mas Andi kaya kamar hotel,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Kamare mas Andi kaya kamar hotel, Options: 0) Kamare mas Andi kemproh 1) Kamare mas Andi resikan"
Udane deres,Udane gerimis,Udan awan ini kaya banyu langsung diguyur soko dhuwur,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Udan awan ini kaya banyu langsung diguyur soko dhuwur, Options: 0) Udane deres 1) Udane gerimis"
Udane deres,Udane gerimis,Udan awan ini kaya sitok-sitok banyune jeblok,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Udan awan ini kaya sitok-sitok banyune jeblok, Options: 0) Udane deres 1) Udane gerimis"
Semangate mempeng,Semangate kesed,Semangate urip wong kuwi ibarat terus ngibadah ngiro urip muk sampe sesok,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Semangate urip wong kuwi ibarat terus ngibadah ngiro urip muk sampe sesok, Options: 0) Semangate mempeng 1) Semangate kesed"
Semangate mempeng,Semangate kesed,Semangate urip wong kuwi ibarat enthong mlungker ndek njero godhong gedhang,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Semangate urip wong kuwi ibarat enthong mlungker ndek njero godhong gedhang, Options: 0) Semangate mempeng 1) Semangate kesed"
Wong lanang iku nemui bapake pacare kendhel,Wong lanang iku nemui bapake pacare jireh,Wong lanang iku nemui bapake pacare kaya Werkudhara,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Wong lanang iku nemui bapake pacare kaya Werkudhara, Options: 0) Wong lanang iku nemui bapake pacare kendhel 1) Wong lanang iku nemui bapake pacare jireh"
Wong lanang iku nemui bapake pacare kendhel,Wong lanang iku nemui bapake pacare jireh,Wong lanang iku nemui bapake pacare kaya Petruk,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Wong lanang iku nemui bapake pacare kaya Petruk, Options: 0) Wong lanang iku nemui bapake pacare kendhel 1) Wong lanang iku nemui bapake pacare jireh"
Susune cuwer,Susune kenthel,Nek gaekne susu nggo anake kaya banyu,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Nek gaekne susu nggo anake kaya banyu, Options: 0) Susune cuwer 1) Susune kenthel"
Susune cuwer,Susune kenthel,Nek gaekne susu nggo anake kaya santen soko kambil tuwek,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Nek gaekne susu nggo anake kaya santen soko kambil tuwek, Options: 0) Susune cuwer 1) Susune kenthel"
blangko,goroh,Areke nek gae janji kaya merpati,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Areke nek gae janji kaya merpati, Options: 0) blangko 1) goroh"
blangko,goroh,Areke nek gae janji kaya ndelok gajah numpak becak,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Areke nek gae janji kaya ndelok gajah numpak becak, Options: 0) blangko 1) goroh"
sugih,mlarat,Bondone wong tuane ibarat pitung turunan gak entek-entek,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Bondone wong tuane ibarat pitung turunan gak entek-entek, Options: 0) sugih 1) mlarat"
sugih,mlarat,Bondone wong tuane ibarat muk klambi lan kathok ndek awak,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Bondone wong tuane ibarat muk klambi lan kathok ndek awak, Options: 0) sugih 1) mlarat"
gemi,ngebreh,Cah enom mburi omahku kuwi yen ngetokne duwit dipikir kanggone,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Cah enom mburi omahku kuwi yen ngetokne duwit dipikir kanggone, Options: 0) gemi 1) ngebreh"
gemi,ngebreh,Cah enom mburi omahku kuwi ngentek-ngentekne duwit,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Cah enom mburi omahku kuwi ngentek-ngentekne duwit, Options: 0) gemi 1) ngebreh"
Nek gae alasan aneh,Nek gae alasan lumrah,Nek gae alasan kaya ketemu setan awan-awan,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Nek gae alasan kaya ketemu setan awan-awan, Options: 0) Nek gae alasan aneh 1) Nek gae alasan lumrah"
Nek gae alasan aneh,Nek gae alasan lumrah,Nek gae alasan kaya wong kesel mergo sedinoan nyambut gae,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Nek gae alasan kaya wong kesel mergo sedinoan nyambut gae, Options: 0) Nek gae alasan aneh 1) Nek gae alasan lumrah"
Bocah-bocah kuwi polahe antheng,Bocah-bocah kuwi polahe ronggeh,Bocah-bocah kuwi polahe kaya wong manten disandingne,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Bocah-bocah kuwi polahe kaya wong manten disandingne, Options: 0) Bocah-bocah kuwi polahe antheng 1) Bocah-bocah kuwi polahe ronggeh"
Bocah-bocah kuwi polahe antheng,Bocah-bocah kuwi polahe ronggeh,Bocah-bocah kuwi polahe kaya wong ndek pasar,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Bocah-bocah kuwi polahe kaya wong ndek pasar, Options: 0) Bocah-bocah kuwi polahe antheng 1) Bocah-bocah kuwi polahe ronggeh"
angel,gampang,Mbiyen bapakku ngluluhne atine ibukku kaya golek dom ndek tengah jerami,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Mbiyen bapakku ngluluhne atine ibukku kaya golek dom ndek tengah jerami, Options: 0) angel 1) gampang"
angel,gampang,Mbiyen bapakku ngluluhne atine ibukku kaya numpak motor metik ra sah mlebu gigi nek ditumpaki,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Mbiyen bapakku ngluluhne atine ibukku kaya numpak motor metik ra sah mlebu gigi nek ditumpaki, Options: 0) angel 1) gampang"
Mbakyuku nek ngekei klambi anyar,Mbakyuku nek ngekei klambi lawas,Mbakyuku nek ngekei klambi kaya buka plastik soko toko,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Mbakyuku nek ngekei klambi kaya buka plastik soko toko, Options: 0) Mbakyuku nek ngekei klambi anyar 1) Mbakyuku nek ngekei klambi lawas"
Mbakyuku nek ngekei klambi anyar,Mbakyuku nek ngekei klambi lawas,Mbakyuku nek ngekei klambi kaya wes nate digae,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Mbakyuku nek ngekei klambi kaya wes nate digae, Options: 0) Mbakyuku nek ngekei klambi anyar 1) Mbakyuku nek ngekei klambi lawas"
Banyune jeding bening,Banyune jeding buthek,Banyune jeding kaya sendhang ndek kali,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Banyune jeding kaya sendhang ndek kali, Options: 0) Banyune jeding bening 1) Banyune jeding buthek"
Banyune jeding bening,Banyune jeding buthek,Banyune jeding kaya banyu kopi,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Banyune jeding kaya banyu kopi, Options: 0) Banyune jeding bening 1) Banyune jeding buthek"
Watake masku kasar,Watake masku alus,Watake masku kaya parutan,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Watake masku kaya parutan, Options: 0) Watake masku kasar 1) Watake masku alus"
Watake masku kasar,Watake masku alus,Watake masku kaya kulit bayi,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Watake masku kaya kulit bayi, Options: 0) Watake masku kasar 1) Watake masku alus"
Atine Ani jembar,Atine Ani ciyut,Atine Ani seperti ambane segoro,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Atine Ani seperti ambane segoro, Options: 0) Atine Ani jembar 1) Atine Ani ciyut"
Atine Ani jembar,Atine Ani ciyut,Atine Ani seperti ambane gang,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Atine Ani seperti ambane gang, Options: 0) Atine Ani jembar 1) Atine Ani ciyut"
Budheku wonge cethil,Budheku wonge lumo,Budheku wonge ibarat blonjo susuk seked ripis mesti dijaluk maneh,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Budheku wonge ibarat blonjo susuk seked ripis mesti dijaluk maneh, Options: 0) Budheku wonge cethil 1) Budheku wonge lumo"
Budheku wonge cethil,Budheku wonge lumo,Budheku wonge ibarat wong seng ra eman bondho seneng ngekei wong-wong ra nduwe,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Budheku wonge ibarat wong seng ra eman bondho seneng ngekei wong-wong ra nduwe, Options: 0) Budheku wonge cethil 1) Budheku wonge lumo"
Dalane ngarep omah jemek,Dalane ngarep omah kesed,Dalane ngarep omah kaya gulo jowo kenek banyu,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Dalane ngarep omah kaya gulo jowo kenek banyu, Options: 0) Dalane ngarep omah jemek 1) Dalane ngarep omah kesed"
Dalane ngarep omah jemek,Dalane ngarep omah kesed,Dalane ngarep omah kaya koco dilap kain teles,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Dalane ngarep omah kaya koco dilap kain teles, Options: 0) Dalane ngarep omah jemek 1) Dalane ngarep omah kesed"
Nek nduwe cita-cita duwur banget,Nek nduwe cita-cita ora duwur ( biasa-biasa ae,Nek nduwe cita-cita sakduwur langit,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Nek nduwe cita-cita sakduwur langit, Options: 0) Nek nduwe cita-cita duwur banget 1) Nek nduwe cita-cita ora duwur ( biasa-biasa ae"
Nek nduwe cita-cita duwur banget,Nek nduwe cita-cita ora duwur ( biasa-biasa ae,Nek nduwe cita-cita sakduwur cagak listrik,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Nek nduwe cita-cita sakduwur cagak listrik, Options: 0) Nek nduwe cita-cita duwur banget 1) Nek nduwe cita-cita ora duwur ( biasa-biasa ae"
Lemari neng njero omahe gedhi,Lemari neng njero omahe cilik,Lemari neng njero omahe sakgede lapangan bal-balan,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Lemari neng njero omahe sakgede lapangan bal-balan, Options: 0) Lemari neng njero omahe gedhi 1) Lemari neng njero omahe cilik"
Lemari neng njero omahe gedhi,Lemari neng njero omahe cilik,Lemari neng njero omahe sakgede kerdus mie,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Lemari neng njero omahe sakgede kerdus mie, Options: 0) Lemari neng njero omahe gedhi 1) Lemari neng njero omahe cilik"
Dadi guru saiki iku ibarat soro,Dadi guru saiki iku ibarat penak,Dadi guru saiki iku ibarat mlaku munggah gunung,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Dadi guru saiki iku ibarat mlaku munggah gunung, Options: 0) Dadi guru saiki iku ibarat soro 1) Dadi guru saiki iku ibarat penak"
Dadi guru saiki iku ibarat soro,Dadi guru saiki iku ibarat penak,Dadi guru saiki iku ibarat mlaku-mlaku santai,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Dadi guru saiki iku ibarat mlaku-mlaku santai, Options: 0) Dadi guru saiki iku ibarat soro 1) Dadi guru saiki iku ibarat penak"
Sakpeduluran iku podo nyedak,Sakpeduluran iku podo ngadoh,Sakpeduluran iku podo koyo pitik nek dipyuri beras,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Sakpeduluran iku podo koyo pitik nek dipyuri beras, Options: 0) Sakpeduluran iku podo nyedak 1) Sakpeduluran iku podo ngadoh"
Sakpeduluran iku podo nyedak,Sakpeduluran iku podo ngadoh,Sakpeduluran iku podo koyo semut kenek srengenge matahari,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Sakpeduluran iku podo koyo semut kenek srengenge matahari, Options: 0) Sakpeduluran iku podo nyedak 1) Sakpeduluran iku podo ngadoh"
Lampu ndek omahe padhang,Lampu ndek omahe peteng,Lampu ndek omahe kaya wong nduwe tanggapan,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Lampu ndek omahe kaya wong nduwe tanggapan, Options: 0) Lampu ndek omahe padhang 1) Lampu ndek omahe peteng"
