startphrase,ending1,ending2,labels,instruction_column
Jirani yetu ana watoto adimu kama maziwa ya kuku,Jirani yetu ana watoto wengi,Jirani yetu ana watoto wachache sana,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Jirani yetu ana watoto adimu kama maziwa ya kuku, Options: 0) Jirani yetu ana watoto wengi 1) Jirani yetu ana watoto wachache sana"
Visima vya maji kule Marsabit na Moyale vimekauka kama janga,Visima vya maji kule Marsabit na Moyale vimekauka,Visima vya maji kule Marsabit na Moyale vimetiliwa maji,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Visima vya maji kule Marsabit na Moyale vimekauka kama janga, Options: 0) Visima vya maji kule Marsabit na Moyale vimekauka 1) Visima vya maji kule Marsabit na Moyale vimetiliwa maji"
Visima vya maji kule Marsabit na Moyale vina maji kama ziwa Victoria,Visima vya maji kule Marsabit na Moyale vimekauka,Visima vya maji kule Marsabit na Moyale vimetiliwa maji,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Visima vya maji kule Marsabit na Moyale vina maji kama ziwa Victoria, Options: 0) Visima vya maji kule Marsabit na Moyale vimekauka 1) Visima vya maji kule Marsabit na Moyale vimetiliwa maji"
Wanafunzi husimama imara kama uti wa mgondo bendera inapopandishwa,Wanafunzi husimama Imara bendera inapopandishwa,Wamafunzi huyumbayumba bendera inapopandishwa,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Wanafunzi husimama imara kama uti wa mgondo bendera inapopandishwa, Options: 0) Wanafunzi husimama Imara bendera inapopandishwa 1) Wamafunzi huyumbayumba bendera inapopandishwa"
Wanafunzi huyumba kama mawimbi bendera inapopandishwa,Wanafunzi husimama Imara bendera inapopandishwa,Wamafunzi huyumbayumba bendera inapopandishwa,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Wanafunzi huyumba kama mawimbi bendera inapopandishwa, Options: 0) Wanafunzi husimama Imara bendera inapopandishwa 1) Wamafunzi huyumbayumba bendera inapopandishwa"
Mkutano wa walimu ulikuwa miaka na mikaka,Mkutano wa walimu ulichukua muda mrefu,Mkutano wa walimu ulikuwa mfupi leo,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Mkutano wa walimu ulikuwa miaka na mikaka, Options: 0) Mkutano wa walimu ulichukua muda mrefu 1) Mkutano wa walimu ulikuwa mfupi leo"
Mkutano wa walimu ulikawia kama mngurumo wa radi,Mkutano wa walimu ulichukua muda mrefu,Mkutano wa walimu ulikuwa mfupi leo,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Mkutano wa walimu ulikawia kama mngurumo wa radi, Options: 0) Mkutano wa walimu ulichukua muda mrefu 1) Mkutano wa walimu ulikuwa mfupi leo"
Watoto wake hufuatana kama siafu,Watoto wake hufuatana kila wanakoenda,Watoto wake hawapatani kamwe,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Watoto wake hufuatana kama siafu, Options: 0) Watoto wake hufuatana kila wanakoenda 1) Watoto wake hawapatani kamwe"
Watoto wake ni kama jua na mwezi,Watoto wake hufuatana kila wanakoenda,Watoto wake hawapatani kamwe,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Watoto wake ni kama jua na mwezi, Options: 0) Watoto wake hufuatana kila wanakoenda 1) Watoto wake hawapatani kamwe"
Maria ni tabibu wa moyo wangu,Maria hunituliza moyo anapowasili,Maria huniudhi kila anapowasili,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Maria ni tabibu wa moyo wangu, Options: 0) Maria hunituliza moyo anapowasili 1) Maria huniudhi kila anapowasili"
Maria ni chuma cha moto kwa moyo wangu,Maria hunituliza moyo anapowasili,Maria huniudhi kila anapowasili,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Maria ni chuma cha moto kwa moyo wangu, Options: 0) Maria hunituliza moyo anapowasili 1) Maria huniudhi kila anapowasili"
Wangari alikataa kuyafuata maelezo yetu kama sikio la kufa,Wangari alikataa kufuata maelezo yetu,Wangari aliyafuata na kuyaiga maelezo yetu,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Wangari alikataa kuyafuata maelezo yetu kama sikio la kufa, Options: 0) Wangari alikataa kufuata maelezo yetu 1) Wangari aliyafuata na kuyaiga maelezo yetu"
Wangari aliyatii maelezo yetu kama kijakazi wa mfalme,Wangari alikataa kufuata maelezo yetu,Wangari aliyafuata na kuyaiga maelezo yetu,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Wangari aliyatii maelezo yetu kama kijakazi wa mfalme, Options: 0) Wangari alikataa kufuata maelezo yetu 1) Wangari aliyafuata na kuyaiga maelezo yetu"
"Nilimpenda Jeptoo, nikawa kivuli chake","Nilimpenda Jeptoo, kila aendapo ningemfuata",Nilimpenda Jeptoo lakini Sikuenda popote angeenda,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Nilimpenda Jeptoo, nikawa kivuli chake, Options: 0) Nilimpenda Jeptoo, kila aendapo ningemfuata 1) Nilimpenda Jeptoo lakini Sikuenda popote angeenda"
Nilimpenda Jeptoo lakini tulitorokana kama jua na mwezi,"Nilimpenda Jeptoo, kila aendapo ningemfuata",Nilimpenda Jeptoo lakini Sikuenda popote angeenda,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Nilimpenda Jeptoo lakini tulitorokana kama jua na mwezi, Options: 0) Nilimpenda Jeptoo, kila aendapo ningemfuata 1) Nilimpenda Jeptoo lakini Sikuenda popote angeenda"
Uwepo wake ni mtulivu  kama manukato kwangu,Uwepo wake hunipendeza,Uwepo wake huniudhi,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Uwepo wake ni mtulivu  kama manukato kwangu, Options: 0) Uwepo wake hunipendeza 1) Uwepo wake huniudhi"
Uwepo wake ni mtulivu kama tawi kwenye dhoruba,Uwepo wake hunipendeza,Uwepo wake huniudhi,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Uwepo wake ni mtulivu kama tawi kwenye dhoruba, Options: 0) Uwepo wake hunipendeza 1) Uwepo wake huniudhi"
Baba ya Alice ni pilipili,Baba ya Alice ni mkali mno,Baba ya Alice ni mzuri na  mkarimu,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Baba ya Alice ni pilipili, Options: 0) Baba ya Alice ni mkali mno 1) Baba ya Alice ni mzuri na  mkarimu"
Baba ya Alice ni mkali kama nzi,Baba ya Alice ni mkali mno,Baba ya Alice ni mzuri na  mkarimu,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Baba ya Alice ni mkali kama nzi, Options: 0) Baba ya Alice ni mkali mno 1) Baba ya Alice ni mzuri na  mkarimu"
Chokoraa wa Nairobi wamezurura kama Mbwakoko,Chokoraa wa Nairobi wameshinda wakizurura,Chokoraa wa Nairobi ni wametulia leo,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Chokoraa wa Nairobi wamezurura kama Mbwakoko, Options: 0) Chokoraa wa Nairobi wameshinda wakizurura 1) Chokoraa wa Nairobi ni wametulia leo"
Chokoraa wa Nairobi wametulia leo kama mtoto aliyelala,Chokoraa wa Nairobi wameshinda wakizurura,Chokoraa wa Nairobi ni wametulia leo,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Chokoraa wa Nairobi wametulia leo kama mtoto aliyelala, Options: 0) Chokoraa wa Nairobi wameshinda wakizurura 1) Chokoraa wa Nairobi ni wametulia leo"
Muziki wa Kenya ulikuwa wa huruma kama aliyefiwa,Muziki wa Kenya huwa wa huruma,Muziki wake ulikuwa wa furaha,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Muziki wa Kenya ulikuwa wa huruma kama aliyefiwa, Options: 0) Muziki wa Kenya huwa wa huruma 1) Muziki wake ulikuwa wa furaha"
Muziki wa Kenya ulikuwa wa huruma kama aliyeshinda Lotto,Muziki wa Kenya huwa wa huruma,Muziki wake ulikuwa wa furaha,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Muziki wa Kenya ulikuwa wa huruma kama aliyeshinda Lotto, Options: 0) Muziki wa Kenya huwa wa huruma 1) Muziki wake ulikuwa wa furaha"
Dennis hutembea haraka kama anayefwatwa gizani akienda shuleni,Dennis hutembea haraka akienda shuleni,Dennis hutembea polepole akienda shuleni,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Dennis hutembea haraka kama anayefwatwa gizani akienda shuleni, Options: 0) Dennis hutembea haraka akienda shuleni 1) Dennis hutembea polepole akienda shuleni"
Dennis hutembea taratibu kama Bi harusi akienda shuleni,Dennis hutembea haraka akienda shuleni,Dennis hutembea polepole akienda shuleni,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Dennis hutembea taratibu kama Bi harusi akienda shuleni, Options: 0) Dennis hutembea haraka akienda shuleni 1) Dennis hutembea polepole akienda shuleni"
Nyumba yake ilikuwa na joto kama jiko,Nyumba yake ilikuwa na joto mno,Nyumba yake haikuwa na joto mno,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Nyumba yake ilikuwa na joto kama jiko, Options: 0) Nyumba yake ilikuwa na joto mno 1) Nyumba yake haikuwa na joto mno"
Nyumba yake ilikuwa na joto kama jokofu,Nyumba yake ilikuwa na joto mno,Nyumba yake haikuwa na joto mno,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Nyumba yake ilikuwa na joto kama jokofu, Options: 0) Nyumba yake ilikuwa na joto mno 1) Nyumba yake haikuwa na joto mno"
Dada yake ni mkubwa kama tembo,Dada yake ni mkubwa,Dada yake si mkubwa,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Dada yake ni mkubwa kama tembo, Options: 0) Dada yake ni mkubwa 1) Dada yake si mkubwa"
Dada yake ni mkubwa kama tundu la sindano,Dada yake ni mkubwa,Dada yake si mkubwa,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Dada yake ni mkubwa kama tundu la sindano, Options: 0) Dada yake ni mkubwa 1) Dada yake si mkubwa"
Imani yake ilikuwa na nguvu kama chuma,Imani yake ilikuwa dhabiti mno,Imani yake ilikuwa hafifu,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Imani yake ilikuwa na nguvu kama chuma, Options: 0) Imani yake ilikuwa dhabiti mno 1) Imani yake ilikuwa hafifu"
Imani yake ilikuwa na nguvu kama kijiti kilichoshikilia ndovu,Imani yake ilikuwa dhabiti mno,Imani yake ilikuwa hafifu,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Imani yake ilikuwa na nguvu kama kijiti kilichoshikilia ndovu, Options: 0) Imani yake ilikuwa dhabiti mno 1) Imani yake ilikuwa hafifu"
Maswali hayo yalikuwa mboga,Maswali hayo yalikuwa rahisi,Maswali hayo yalikuwa magumu mno,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Maswali hayo yalikuwa mboga, Options: 0) Maswali hayo yalikuwa rahisi 1) Maswali hayo yalikuwa magumu mno"
Maswali hayo yalikuwa mawe,Maswali hayo yalikuwa rahisi,Maswali hayo yalikuwa magumu mno,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Maswali hayo yalikuwa mawe, Options: 0) Maswali hayo yalikuwa rahisi 1) Maswali hayo yalikuwa magumu mno"
Macho ya kijana huyo yalikuwa mekundu kama damu,Macho ya kijana huyo yalikuwa mekundu,Macho ya kijana huyo hayakuwa mekundu,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Macho ya kijana huyo yalikuwa mekundu kama damu, Options: 0) Macho ya kijana huyo yalikuwa mekundu 1) Macho ya kijana huyo hayakuwa mekundu"
Macho ya kijana huyo yalikuwa mekundu kama maziwa,Macho ya kijana huyo yalikuwa mekundu,Macho ya kijana huyo hayakuwa mekundu,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Macho ya kijana huyo yalikuwa mekundu kama maziwa, Options: 0) Macho ya kijana huyo yalikuwa mekundu 1) Macho ya kijana huyo hayakuwa mekundu"
Eneo hilo lilikuwa na kelele kama mtoto aliyeachwa,Eneo hilo lilikuwa na kelele mno,Eneo hilo lilikuwa tulivu mno,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Eneo hilo lilikuwa na kelele kama mtoto aliyeachwa, Options: 0) Eneo hilo lilikuwa na kelele mno 1) Eneo hilo lilikuwa tulivu mno"
Eneo hilo lilikuwa na kelele kama mtungi wa maji,Eneo hilo lilikuwa na kelele mno,Eneo hilo lilikuwa tulivu mno,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Eneo hilo lilikuwa na kelele kama mtungi wa maji, Options: 0) Eneo hilo lilikuwa na kelele mno 1) Eneo hilo lilikuwa tulivu mno"
Alipenda kula chakula na pilipili kama mhindi,Alipenda kula chakula na pilipili,Hakupenda kula chakula na pilipili,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Alipenda kula chakula na pilipili kama mhindi, Options: 0) Alipenda kula chakula na pilipili 1) Hakupenda kula chakula na pilipili"
Alipenda kula chakula na pilipili kama mtoto,Alipenda kula chakula na pilipili,Hakupenda kula chakula na pilipili,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Alipenda kula chakula na pilipili kama mtoto, Options: 0) Alipenda kula chakula na pilipili 1) Hakupenda kula chakula na pilipili"
Walikuwa pamoja kama nywele kwa nyingine,Walikuwa pamoja kila siku,Waliachana kwa umbali sana,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Walikuwa pamoja kama nywele kwa nyingine, Options: 0) Walikuwa pamoja kila siku 1) Waliachana kwa umbali sana"
Walikuwa pamoja kama Marekani na Kenya,Walikuwa pamoja kila siku,Waliachana kwa umbali sana,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Walikuwa pamoja kama Marekani na Kenya, Options: 0) Walikuwa pamoja kila siku 1) Waliachana kwa umbali sana"
Alikuwa mwerevu kama sungura,Alikuwa mwereve darasani,Hakuwa mwerevu darasani,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Alikuwa mwerevu kama sungura, Options: 0) Alikuwa mwereve darasani 1) Hakuwa mwerevu darasani"
Alikuwa mwerevu kama samaki,Alikuwa mwereve darasani,Hakuwa mwerevu darasani,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Alikuwa mwerevu kama samaki, Options: 0) Alikuwa mwereve darasani 1) Hakuwa mwerevu darasani"
Kwake kulikuwa na joto kama jehanamu,Kwake kulikuwa na joto mno,Kwake hakukuwa na joto kamwe,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Kwake kulikuwa na joto kama jehanamu, Options: 0) Kwake kulikuwa na joto mno 1) Kwake hakukuwa na joto kamwe"
Kwake kulikuwa na joto kama chini ya bahari,Kwake kulikuwa na joto mno,Kwake hakukuwa na joto kamwe,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Kwake kulikuwa na joto kama chini ya bahari, Options: 0) Kwake kulikuwa na joto mno 1) Kwake hakukuwa na joto kamwe"
Mtoto aliyejifungua alikuwa nanga,Mtoto aliyejifungua alikuwa mzito mno,Mtoto aliyejifungua alikuwa mwepesi,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Mtoto aliyejifungua alikuwa nanga, Options: 0) Mtoto aliyejifungua alikuwa mzito mno 1) Mtoto aliyejifungua alikuwa mwepesi"
Mtoto aliyejifungua alikuwa mabawa,Mtoto aliyejifungua alikuwa mzito mno,Mtoto aliyejifungua alikuwa mwepesi,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Mtoto aliyejifungua alikuwa mabawa, Options: 0) Mtoto aliyejifungua alikuwa mzito mno 1) Mtoto aliyejifungua alikuwa mwepesi"
Sebule yake ilikuwa telezi kama siagi,Sebuleni yake ilikuwa telezi mno,Sebule yake ilikuwa imekauka mno,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Sebule yake ilikuwa telezi kama siagi, Options: 0) Sebuleni yake ilikuwa telezi mno 1) Sebule yake ilikuwa imekauka mno"
Sebule yake ilikuwa telezi kama kokoto,Sebuleni yake ilikuwa telezi mno,Sebule yake ilikuwa imekauka mno,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Sebule yake ilikuwa telezi kama kokoto, Options: 0) Sebuleni yake ilikuwa telezi mno 1) Sebule yake ilikuwa imekauka mno"
Alinipendeza kama sharubati,Alinipendeza sana siku nzima,Aliniudhi siku nzima,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Alinipendeza kama sharubati, Options: 0) Alinipendeza sana siku nzima 1) Aliniudhi siku nzima"
Alinipendeza kama mtoto asieacha kulia,Alinipendeza sana siku nzima,Aliniudhi siku nzima,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Alinipendeza kama mtoto asieacha kulia, Options: 0) Alinipendeza sana siku nzima 1) Aliniudhi siku nzima"
Alituchelewesha kwa kuwa na miguu ya kobe,Alituchelewesha kwa kutembea polepole,Hakutuchelewesha kwa kutembea haraka,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Alituchelewesha kwa kuwa na miguu ya kobe, Options: 0) Alituchelewesha kwa kutembea polepole 1) Hakutuchelewesha kwa kutembea haraka"
Hakutuchelewesha kwa kuwa na  miguu kama ya swara,Alituchelewesha kwa kutembea polepole,Hakutuchelewesha kwa kutembea haraka,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Hakutuchelewesha kwa kuwa na  miguu kama ya swara, Options: 0) Alituchelewesha kwa kutembea polepole 1) Hakutuchelewesha kwa kutembea haraka"
Alichomwa na jua kama mpasua-mawe siku nzima,Alichomwa na jua sana siku nzima,Hakuchomwa na jua kamwe,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Alichomwa na jua kama mpasua-mawe siku nzima, Options: 0) Alichomwa na jua sana siku nzima 1) Hakuchomwa na jua kamwe"
Alichomwa na jua kama mgonjwa aliye kwenye wodi,Alichomwa na jua sana siku nzima,Hakuchomwa na jua kamwe,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Alichomwa na jua kama mgonjwa aliye kwenye wodi, Options: 0) Alichomwa na jua sana siku nzima 1) Hakuchomwa na jua kamwe"
"Mtihani ulipokaribia, Otieno alibadilika mchwa","Mtihani ulipokaribia, Otieno alianza kutia bidii","Mtihani ulipokaribia, Otieno alisalia kuwa mzembe",0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Mtihani ulipokaribia, Otieno alibadilika mchwa, Options: 0) Mtihani ulipokaribia, Otieno alianza kutia bidii 1) Mtihani ulipokaribia, Otieno alisalia kuwa mzembe"
"Mtihani ulipokaribia, Otieno alisalia kuwa mchwa","Mtihani ulipokaribia, Otieno alianza kutia bidii","Mtihani ulipokaribia, Otieno alisalia kuwa mzembe",1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Mtihani ulipokaribia, Otieno alisalia kuwa mchwa, Options: 0) Mtihani ulipokaribia, Otieno alianza kutia bidii 1) Mtihani ulipokaribia, Otieno alisalia kuwa mzembe"
Matumaini yake yalipanda kama ndege alipopata habari,Matumaini yake yalipanda alipopata habari,Matumaini yake yalishuka alipopata habari,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Matumaini yake yalipanda kama ndege alipopata habari, Options: 0) Matumaini yake yalipanda alipopata habari 1) Matumaini yake yalishuka alipopata habari"
Matumaini yake yalipanda kama changarawe alipopata habari,Matumaini yake yalipanda alipopata habari,Matumaini yake yalishuka alipopata habari,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Matumaini yake yalipanda kama changarawe alipopata habari, Options: 0) Matumaini yake yalipanda alipopata habari 1) Matumaini yake yalishuka alipopata habari"
Mama Aziza na dada yake walikuwa shilingi kwa nyingine,Mama Aziza na dada yake walifanana sana,Mama Aziza na dada yake walikuwa tofauti sana,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Mama Aziza na dada yake walikuwa shilingi kwa nyingine, Options: 0) Mama Aziza na dada yake walifanana sana 1) Mama Aziza na dada yake walikuwa tofauti sana"
Mama Aziza na dada yake walikuwa usiku na mchana,Mama Aziza na dada yake walifanana sana,Mama Aziza na dada yake walikuwa tofauti sana,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Mama Aziza na dada yake walikuwa usiku na mchana, Options: 0) Mama Aziza na dada yake walifanana sana 1) Mama Aziza na dada yake walikuwa tofauti sana"
Mama Otis alipenda busu la mumewe kama asali,Mama Otis alipenda busu la mumewe,Mama Otis hakupenda busu la mumewe,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Mama Otis alipenda busu la mumewe kama asali, Options: 0) Mama Otis alipenda busu la mumewe 1) Mama Otis hakupenda busu la mumewe"
